sqft_living,city_Seattle,sqft_lot,sqft_above,city_Bellevue,yr_built,house_age,city_Redmond,since_renovation,bathrooms,city_Kirkland,view,city_Issaquah,statezip_WA 98178,city_Auburn,city_Kent,city_Federal Way,statezip_WA 98040,sqft_basement,city_Renton,log_price
1370.0,0.0,5858.0,1370.0,0.0,1987.0,27.0,0.0,14.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.460521046672795
1180.0,0.0,10277.0,1180.0,0.0,1983.0,31.0,0.0,5.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.524526376648708
2240.0,1.0,10578.0,1550.0,0.0,1923.0,91.0,0.0,91.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,13.527828485512494
1450.0,0.0,8800.0,1450.0,1.0,1954.0,60.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.983101310070822
1750.0,1.0,1572.0,1470.0,0.0,2005.0,9.0,0.0,9.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,13.347105650082236
2730.0,0.0,12261.0,2730.0,0.0,1991.0,23.0,0.0,23.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.32530422140102
1600.0,1.0,6380.0,1130.0,0.0,1959.0,55.0,0.0,25.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,13.112313041550827
2090.0,0.0,10834.0,1360.0,0.0,1987.0,27.0,0.0,27.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,730.0,0.0,12.560244459250788
2360.0,1.0,7291.0,1360.0,0.0,1948.0,66.0,0.0,66.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,13.329377546788654
2200.0,0.0,11250.0,1300.0,0.0,1920.0,94.0,0.0,94.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,13.45597438174451
2600.0,1.0,4750.0,1700.0,0.0,1951.0,63.0,0.0,15.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,13.579788224443204
1560.0,0.0,8700.0,1560.0,0.0,1967.0,47.0,0.0,47.0,1.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.854483932248728
2860.0,0.0,3345.0,2190.0,0.0,2004.0,10.0,0.0,11.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,0.0,13.122263372403996
1820.0,1.0,5000.0,1640.0,0.0,1945.0,69.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,13.38472764187182
2820.0,0.0,8408.0,2820.0,0.0,2014.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.345506928718539
800.0,1.0,4850.0,800.0,0.0,1944.0,70.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.994530005894443
1960.0,0.0,13100.0,1650.0,0.0,1957.0,57.0,0.0,57.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,12.90669184092882
2390.0,1.0,6550.0,1440.0,0.0,1955.0,59.0,0.0,5.0,2.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,13.527828485512494
1580.0,0.0,16215.0,1580.0,0.0,1978.0,36.0,0.0,14.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.721885810807203
1480.0,0.0,8625.0,1480.0,0.0,1974.0,40.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.468436909997665
850.0,0.0,6174.0,850.0,0.0,1950.0,64.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63947712232758
1770.0,1.0,2875.0,1770.0,0.0,1990.0,24.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.994416363073707
1210.0,1.0,9400.0,1210.0,0.0,1949.0,65.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367340793126296
1160.0,0.0,9180.0,1160.0,0.0,1968.0,46.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.66032791780777
1930.0,0.0,10460.0,1930.0,0.0,1996.0,18.0,0.0,18.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.917796211663054
1270.0,1.0,1180.0,1270.0,0.0,2001.0,13.0,0.0,13.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.007401358934647
2710.0,1.0,4500.0,1880.0,0.0,1929.0,85.0,0.0,85.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,0.0,13.5985975564007
2210.0,0.0,9655.0,1460.0,0.0,1976.0,38.0,0.0,38.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,13.060487973686241
1920.0,0.0,10000.0,1070.0,1.0,1954.0,60.0,0.0,35.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,12.971540487669746
3660.0,0.0,11995.0,3660.0,0.0,2006.0,8.0,0.0,8.0,3.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.573438996764546
1320.0,1.0,1327.0,1040.0,0.0,2008.0,6.0,0.0,6.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,12.86099861326992
1630.0,1.0,1368.0,1280.0,0.0,2009.0,5.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,12.594730635321957
3310.0,0.0,6500.0,3310.0,0.0,2012.0,2.0,0.0,102.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.226723392728571
2680.0,0.0,5539.0,2680.0,0.0,2013.0,1.0,0.0,91.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.038960029098545
2540.0,0.0,5050.0,2540.0,0.0,2006.0,8.0,0.0,8.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.611537753638338
2920.0,0.0,6605.0,2920.0,0.0,2012.0,2.0,0.0,102.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.345506928718539
900.0,1.0,5000.0,900.0,0.0,1944.0,70.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.223113280504473
1650.0,0.0,14054.0,1130.0,0.0,1986.0,28.0,0.0,28.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,12.84761069235689
1010.0,0.0,9945.0,1010.0,0.0,1973.0,41.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.644327576461329
2680.0,0.0,7392.0,2680.0,0.0,2004.0,10.0,1.0,11.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.560618308335483
2200.0,0.0,7350.0,1570.0,0.0,1988.0,26.0,0.0,26.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,1.0,12.80765263256463
2530.0,0.0,9933.0,2010.0,0.0,1990.0,24.0,0.0,5.0,2.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,520.0,0.0,12.712739634147306
2850.0,1.0,7130.0,1990.0,0.0,1980.0,34.0,0.0,34.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,0.0,13.571526340778213
2280.0,1.0,6010.0,1140.0,0.0,1900.0,114.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.0,13.350295445450335
1900.0,0.0,8744.0,1900.0,0.0,1987.0,27.0,0.0,14.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.235692062711331
1270.0,1.0,1175.0,1110.0,0.0,2000.0,14.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,13.182517300224076
2170.0,1.0,4000.0,1610.0,0.0,1982.0,32.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,13.630385073837585
2730.0,0.0,10281.0,2730.0,0.0,1996.0,18.0,0.0,18.0,2.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.567049198665774
2120.0,0.0,10202.0,1620.0,1.0,1960.0,54.0,0.0,13.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,13.534473028231162
2490.0,0.0,4343.0,2490.0,0.0,2003.0,11.0,0.0,11.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.466491943674459
1990.0,0.0,7712.0,1210.0,0.0,1973.0,41.0,0.0,1.0,2.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,13.348701819615057
3690.0,0.0,9892.0,3690.0,0.0,1998.0,16.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.670484785914017
2540.0,1.0,7000.0,1320.0,0.0,1942.0,72.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,0.0,13.270783382522602
2340.0,0.0,7048.0,1340.0,0.0,1979.0,35.0,0.0,35.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,13.091904169919621
2110.0,0.0,9519.0,2110.0,0.0,1948.0,66.0,0.0,66.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.89921982609012
1140.0,1.0,5400.0,1140.0,0.0,1908.0,106.0,0.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.215853720491667
1480.0,0.0,2185.0,1480.0,0.0,2005.0,9.0,0.0,9.0,1.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.337474757021274
1410.0,1.0,1240.0,1140.0,0.0,2006.0,8.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,12.911642346088676
1200.0,0.0,8063.0,1200.0,0.0,1958.0,56.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.354492650648448
3180.0,0.0,13806.0,3180.0,0.0,1990.0,24.0,0.0,24.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.593448921169424
2160.0,1.0,9000.0,1400.0,0.0,1949.0,65.0,0.0,29.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,0.0,13.38472764187182
2920.0,1.0,5000.0,2780.0,0.0,1908.0,106.0,0.0,106.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,13.620711479659207
2350.0,1.0,5700.0,1810.0,0.0,1939.0,75.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,13.554145793829866
1560.0,1.0,5520.0,780.0,0.0,1944.0,70.0,0.0,70.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,13.169246963303179
2740.0,0.0,8426.0,1370.0,1.0,1960.0,54.0,0.0,13.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1370.0,0.0,13.20140558474428
1680.0,1.0,2000.0,1680.0,0.0,1909.0,105.0,0.0,16.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.415032991367148
3090.0,0.0,12750.0,1750.0,0.0,1968.0,46.0,0.0,17.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1340.0,0.0,12.860738839271837
1410.0,1.0,1332.0,1410.0,0.0,2005.0,9.0,0.0,9.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.914354713674388
4010.0,1.0,8510.0,2850.0,0.0,1971.0,43.0,0.0,43.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,0.0,14.148404973237604
2010.0,0.0,6000.0,1330.0,0.0,1975.0,39.0,1.0,39.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,0.0,13.253391639810733
1330.0,0.0,7500.0,1330.0,1.0,1961.0,53.0,0.0,10.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57598352739954
2370.0,0.0,6500.0,2370.0,0.0,1998.0,16.0,0.0,8.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.70076888736628
1840.0,1.0,9240.0,1540.0,0.0,1942.0,72.0,0.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,12.983101310070822
2910.0,0.0,6479.0,2910.0,0.0,2006.0,8.0,0.0,8.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.120361374733656
2070.0,0.0,7519.0,1160.0,1.0,1963.0,51.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0.0,13.124361380067002
840.0,1.0,5510.0,840.0,0.0,1955.0,59.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.89921982609012
1240.0,0.0,9600.0,1240.0,0.0,1971.0,43.0,0.0,43.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.301382825334498
1390.0,1.0,4240.0,1050.0,0.0,1924.0,90.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,13.39559149288596
2310.0,0.0,5000.0,2310.0,0.0,2006.0,8.0,0.0,8.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.644166273130065
1050.0,0.0,10072.0,1050.0,0.0,1986.0,28.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.611537753638338
2010.0,1.0,3600.0,2010.0,0.0,1902.0,112.0,0.0,112.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.514405465180353
1120.0,0.0,9022.0,1120.0,0.0,1962.0,52.0,0.0,52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.736700896592344
2230.0,1.0,4000.0,2230.0,0.0,1954.0,60.0,0.0,9.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.896089933081191
810.0,0.0,7158.0,810.0,0.0,1944.0,70.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.235631447771718
3190.0,0.0,16920.0,1690.0,1.0,1976.0,38.0,0.0,38.0,2.75,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,13.845069360205818
1970.0,0.0,9389.0,1140.0,0.0,1960.0,54.0,0.0,54.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,0.0,12.84779494409793
1450.0,1.0,6000.0,1450.0,0.0,1953.0,61.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.567237494741757
1880.0,0.0,7838.0,1880.0,0.0,1994.0,20.0,0.0,20.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.644166273130065
1880.0,1.0,6360.0,1040.0,0.0,1945.0,69.0,0.0,69.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,0.0,13.304684934198283
1410.0,1.0,6030.0,1410.0,0.0,1930.0,84.0,0.0,84.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.943236711506893
1480.0,1.0,3844.0,1480.0,0.0,1928.0,86.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.015334804645805
1140.0,1.0,5250.0,1140.0,0.0,1949.0,65.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.706696406811568
1920.0,0.0,9306.0,1000.0,0.0,1984.0,30.0,0.0,30.0,1.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,920.0,0.0,12.409013489526863
2910.0,0.0,6338.0,2910.0,0.0,2008.0,6.0,0.0,6.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.215853720491667
3240.0,0.0,7857.0,3240.0,0.0,1994.0,20.0,0.0,20.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.592367006650065
1550.0,0.0,15040.0,1550.0,0.0,1958.0,56.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.429016176841717
2050.0,0.0,10200.0,1430.0,0.0,1956.0,58.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,12.254862809699606
2220.0,1.0,4000.0,2220.0,0.0,2000.0,14.0,0.0,14.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.169682371684887
1770.0,1.0,8640.0,1520.0,0.0,1949.0,65.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,13.279367126213993
2300.0,0.0,11700.0,1960.0,0.0,1977.0,37.0,1.0,37.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,13.329377546788654
1800.0,1.0,5000.0,1080.0,0.0,1942.0,72.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,13.335052470814679
2010.0,0.0,9211.0,1470.0,0.0,1977.0,37.0,0.0,10.0,1.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,13.097219913195639
1790.0,0.0,2700.0,1790.0,0.0,2010.0,4.0,0.0,4.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.141969907043247
2440.0,1.0,6651.0,2440.0,0.0,2014.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35605114259421
1940.0,0.0,3211.0,1940.0,0.0,2009.0,5.0,0.0,5.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.226723392728571
1160.0,1.0,1438.0,1160.0,0.0,2001.0,13.0,0.0,13.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.736700896592344
3400.0,0.0,9692.0,3400.0,0.0,2007.0,7.0,1.0,7.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.62918097977278
1571.0,1.0,2017.0,1571.0,0.0,2008.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.812435696005227
1620.0,0.0,998.0,1540.0,0.0,2010.0,4.0,0.0,4.0,2.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,12.936033799212835
1408.0,1.0,989.0,1408.0,0.0,2005.0,9.0,0.0,9.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.939127803023537
3040.0,0.0,4535.0,3040.0,0.0,2007.0,7.0,0.0,7.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.077366011473593
1590.0,0.0,1426.0,1590.0,0.0,2014.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.946079556742603
2450.0,0.0,4247.0,2450.0,0.0,2013.0,1.0,1.0,91.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.476111241621927
1440.0,0.0,7680.0,1200.0,0.0,1971.0,43.0,0.0,43.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,12.891691559669328
1100.0,1.0,3000.0,1100.0,0.0,1912.0,102.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.017002861746503
1350.0,1.0,7740.0,860.0,0.0,1947.0,67.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,12.774223335915433
1490.0,0.0,8366.0,1010.0,0.0,1975.0,39.0,0.0,39.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,12.363076394339839
2000.0,1.0,7000.0,2000.0,0.0,1916.0,98.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.237476184504834
1030.0,1.0,4400.0,1030.0,0.0,1924.0,90.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.058358047428417
720.0,1.0,6687.0,720.0,0.0,1942.0,72.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.70487629406884
2020.0,1.0,5000.0,2020.0,0.0,1938.0,76.0,0.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.098070684835283
1580.0,0.0,8151.0,1100.0,0.0,1962.0,52.0,0.0,52.0,1.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,12.542187675503545
2110.0,0.0,13850.0,2110.0,0.0,1987.0,27.0,0.0,14.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.314635265051452
1300.0,1.0,7054.0,1300.0,0.0,1950.0,64.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.65075846679162
1630.0,1.0,7475.0,1160.0,0.0,1940.0,74.0,0.0,18.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,13.38472764187182
3370.0,1.0,8103.0,1970.0,0.0,1970.0,44.0,0.0,0.0,2.75,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,13.94214320889764
1890.0,1.0,6156.0,980.0,0.0,1980.0,34.0,0.0,34.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0.0,12.691580461311874
1520.0,0.0,7983.0,1520.0,0.0,1967.0,47.0,0.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.959844447906553
900.0,1.0,5160.0,900.0,0.0,1952.0,62.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.296827008798639
1050.0,0.0,6874.0,1050.0,0.0,1954.0,60.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.429216196844383
1260.0,0.0,6500.0,1260.0,1.0,1966.0,48.0,0.0,48.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.873902018105829
2290.0,0.0,12047.0,2290.0,1.0,1988.0,26.0,0.0,26.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.508985397711013
1650.0,0.0,13816.0,1650.0,0.0,1998.0,16.0,0.0,8.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.513557345278134
1640.0,0.0,14374.0,1140.0,0.0,1963.0,51.0,0.0,51.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,12.799399490807907
